title,ontology/title,deathPlace,birthPlace,num_spouses,ontology/birthYear,ontology/deathYear,birthCountry
Bir_Bikram_Kishore_Debbarman,,,,,1908,1947,
Blanche_of_Anjou,,,,,1280,1310,
Blanche_of_Burgundy,,,,,1296,1326,
Blanche_of_Castile_(1319–75),Abbess of Santa María la Real de las Huelgas,,,,1315,1375,
Blanche_of_England,,,,,1392,1409,
"Blanche_of_France,_Duchess_of_Austria",,,,,1278,1305,
"Blanche_of_France,_Duchess_of_Orléans",Duchess of Orléans,,,,1328,1382,
"Blanche_of_France,_Infanta_of_Castile",Infanta of Castile,,,,1253,1323,
"Blanche_of_Navarre,_Duchess_of_Brittany",,,,,1226,1283,
Blanche_of_Valois,Queen of Germany and Bohemia,,,,1316,1348,
Bogd_Khan,,,,,1869,1924,
Bolo_(prince),Prince Duanzhong of the First Rank,,,,1613,1652,
Bona_of_Savoy,,,,,1449,1503,
Bonne_of_Armagnac,Duchess of Orléans,,,,1392,1415,
Bonne_of_Artois,,,,,1396,1425,
Bonne_of_Berry,"['Countess of Savoy', 'Countess of Armagnac']",,,,1362,1435,
Boris_Kalamanos,,,,,1114,1154,
Boček_IV_of_Poděbrady,,,,,1442,1496,
Brograve_Beauchamp,,,,,1897,1976,
"Bruno,_3rd_Prince_of_Ysenburg_and_Büdingen",Prince of Ysenburg and Büdingen,,,,1837,1906,Germany
Bruttia_Crispina,Augusta,,,,164,191,
Bukar_Kura_of_Borno,,,,,1830,1884,
Burgravine_Louise_Isabelle_of_Kirchberg,Princess consort of Nassau-Weilburg,,,,1772,1827,
Burhaneddin_Cem,Prince of the Ottoman Empire,,,,1920,2008,
Butuga_II,,,,,938,961,
Béatrice_Hiéronyme_de_Lorraine,Abbess of Remiremont,,,,1662,1738,
Béatrix_de_Cusance,"['Baroness of Belvoir and de Saint-Julien', 'Princess consort de Cantecroix', 'Madame de Lorraine']",,,,1614,1663,
Bülbül_Hatun,,,,,1452,1515,
Badr_bin_Abdulaziz_Al_Saud,,,,,1932,2013,
Badshah_Begum,,,,,1703,1789,
Bagrat_III_of_Imereti,,,,,1495,1565,
Bagrat_II_of_Iberia,,,,,937,994,
Bahman_Mirza_Qajar,,,,,1810,1884,
Bahram_Mirza,,,,,1806,1882,
Baibars,,,,,1223,1277,
"Charles_Michael,_Duke_of_Mecklenburg",Duke of Mecklenburg,,,,1863,1934,
"Charles_Nall-Cain,_1st_Baron_Brocket",,,,,1866,1934,
"Charles_Orlando,_Dauphin_of_France",,,,,1492,1495,
Charles_Renshaw,,,,,1848,1918,
"Charles_Stuart,_Duke_of_Cambridge_(1660–1661)",Duke of Cambridge,,,,1660,1661,
"Charles_Stuart,_Duke_of_Cambridge_(1677)",Duke of Cambridge,,,,1677,1677,
"Charles_Stuart,_Duke_of_Kendal",Duke of Kendal,,,,1666,1667,
"Charles_Thomas,_Prince_of_Löwenstein-Wertheim-Rochefort",Prince of Löwenstein-Wertheim-Rochefort,,,,1714,1789,
"Charles_Thomas,_Prince_of_Löwenstein-Wertheim-Rosenberg",Prince of Löwenstein-Wertheim-Rosenberg,,,,1783,1849,
"Charles_Thomas,_Prince_of_Vaudémont",Prince de Vaudémont Prince of Commercy,,,,1670,1704,
"Charles_William_Frederick,_Margrave_of_Brandenburg-Ansbach",,,,,1712,1757,
"Charles_d'Orléans,_Duke_of_Penthièvre",Duke of Penthièvre,,,,1820,1828,
"Charles_of_Saxony,_Duke_of_Courland",Duke of Courland and Semigallia,,,,1733,1796,
"Charlotte,_Landgravine_of_Hesse-Kassel",Electress Palatine,,,,1627,1686,
Charlotte_Bonaparte_Gabrielli,,,,,1795,1865,
Charlotte_Catherine_de_La_Trémoille,Princess of Condé,,,,1568,1629,France
Charlotte_Marie_of_Saxe-Jena,,,,,1669,1703,
Charlotte_de_La_Marck,(suo jure)Duchess of Bouillon,,,,1574,1594,
Charlotte_de_Rohan,Princess of Condé,,,,1737,1760,France
"Charlotte_of_Bourbon,_Queen_of_Cyprus",,,,,1388,1422,
Charlotte_of_Lorraine,Mademoiselle d'Armagnac,,,,1678,1757,
Charlotte_of_Schaumburg-Lippe,Queen consort of Württemberg,,,,1864,1946,
Charlotte_of_the_Palatinate_(1628–1631),Princess Palatine,,,,1628,1631,Netherlands
Chevalier_de_Grimaldi,Governor-General of Monaco,,,,1697,1784,
Chhatrasal,Maharaja,,,,1649,1731,
Ching-Thang_Khomba,King of Manipur,,,,1748,1799,
Chinglen_Nongdrenkhomba,King of Manipur,,,,1788,1834,
"Chlodwig,_Landgrave_of_Hesse-Philippsthal-Barchfeld",Landgrave of Hesse,,,,1876,1954,
"Christian,_Duke_of_Schleswig-Holstein-Sonderburg-Ærø",Duke of Schleswig-Holstein-Sonderburg-Ærø,,,,1570,1633,
"Christian,_Prince-Elect_of_Denmark","['Crown Prince of Norway', 'Prince Elect of Denmark']",,,,1603,1647,
"Christian_Albert,_Margrave_of_Brandenburg-Ansbach",Margrave of Brandenburg-Ansbach,,,,1675,1692,
"Christian_Conrad,_Count_of_Danneskiold-Samsøe",,,,,1774,1823,
"Christian_Ernest_II,_Duke_of_Saxe-Coburg-Saalfeld",,,,,1683,1745,
"Christian_I,_Elector_of_Saxony",,,,,1560,1591,
"Christian_II,_Duke_of_Saxe-Merseburg",Duke of Saxe-Merseburg,,,,1653,1694,
"Christian_II,_Elector_of_Saxony",,,,,1583,1611,
"Christian_III,_Count_Palatine_of_Zweibrücken",Count Palatine of Zweibrücken,,,,1674,1735,
"Christian_IV,_Count_Palatine_of_Zweibrücken",Count Palatine of Zweibrücken-Birkenfield,,,,1722,1775,
Christiane_Charlotte_of_Württemberg-Winnental,,,,,1694,1729,
Christiane_Eberhardine_of_Brandenburg-Bayreuth,,,,,1671,1727,
"Christiane_Henriette,_Countess_Palatine_of_Zweibrücken","['Countess Palatine of Zweibrücken-Birkenfeld', 'Princess of Waldeck and Pyrmont']",,,,-1725,1816,
Christina_Abrahamsdotter,,,,,1432,1492,Finland
Christina_Hvide,Queen consort of Sweden,,,,1145,1200,
"Christina_of_Norway,_Infanta_of_Castile",,,,,1234,1262,
Christina_of_Salm,,,,,1575,1627,
Christine_Alix_de_Massy,,,,,1951,1989,
Christine_of_France,,,,,1606,1663,France
Christine_of_Mecklenburg-Güstrow,,,,,1663,1749,
Christoph_Johann_von_Medem,,,,,1763,1838,
Christopher_of_Baden-Durlach,,,,,1684,1723,
Chueang,King of Ngoenyang Kingdom,,,,1125,1192,Thailand
Chuzi_I,,,,,-708,-698,
Chuzi_II,,,,,389,-385,
Claire-Clémence_de_Maillé-Brézé,"['Princess of Condé', 'Duchess of Fronsac']",,,,1628,1694,France
Clara_Maria_of_Pomerania-Barth,,,,,1574,1623,
Claude_Françoise_de_Lorraine,Duchess of Lorraine,,,,1612,1648,
"Claude_Lamoral,_3rd_Prince_of_Ligne",Prince of Ligne,,,,1618,1679,
"Claude_Lamoral,_6th_Prince_of_Ligne",Prince of Ligne,,,,1685,1766,
Claude_de_Vin_des_Œillets,Mademoiselle des Œillets,,,,1637,1687,France
Claudia_Felicitas_of_Austria,"['Holy Roman Empress', 'Archduchess of Austria', 'Queen consort of Bohemia and Hungary']",,,,1653,1676,
Clemence_of_Austria,,,,,1262,1293,Austria
Colman_O'Loghlen,,,,,1819,1877,
"Conrad,_Margrave_of_Meissen",,,,,1097,1157,
Consolidation_of_Pedro_II_of_Brazil,,,,,1825,1891,Brazil
Consort_Donggo,,,,,1639,1660,
Consort_Dun,,,,,1746,1806,
Consort_Li_(Zhenzong),,,,,987,1032,China
Consort_Shu,,,,,1728,1777,
Consort_Wan,,,,,1428,1487,
Constance_of_Aragon,,,,,1179,1222,
"Constance_of_Aragon,_Queen_of_Majorca",,,,,1318,1346,
"Constance_of_France,_Countess_of_Toulouse",Countess consort of Boulogne and Toulouse,,,,1124,1176,
"Constance_of_Sicily,_Queen_of_Aragon",,,,,1249,1302,
Constantin_von_Liechtenstein,,,,,1911,2001,
"Constantine,_Landgrave_of_Hesse-Rotenburg",Landgrave of Hesse-Rotenburg,,,,1716,1778,Germany
"Constantine,_Prince_of_Hohenzollern-Hechingen",Prince of Hohenzollern-Hechingen,,,,1801,1869,
Cornelis_de_Graeff,,,,,1599,1664,
Cory_Cory-Wright,,,,,1838,1909,
Count_Aage_of_Rosenborg,Count of Rosenborg,,,,1887,1940,Denmark
Count_Christian_of_Rosenborg,,,,,1942,2013,
Count_Erik_of_Rosenborg,Prince Erik Count of Rosenborg,,,,1890,1950,Denmark
Count_Flemming_Valdemar_of_Rosenborg,Count Flemming Valdemar of Rosenborg,,,,1922,2002,Sweden
Count_Karl_Leopold_von_Schlieben,,,,,1723,1788,
Count_Luitpold_of_Castell-Castell,Count Luitpold of Castell-Castell,,,,1904,1941,
Count_Oluf_of_Rosenborg,,,,,1923,1990,Denmark
Count_Viggo_of_Rosenborg,Prince Viggo Count of Rosenborg,,,,1893,1970,Denmark
Countess_Adelaide_of_Lippe-Biesterfeld,Princess of Saxe-Meiningen,,,,1870,1948,
Countess_Alexandra_von_Zarnekau,Countess von Zarnekau,,,,1883,1957,
Countess_Caroline_of_Erbach-Fürstenau,Duchess of Saxe-Hildburghausen,,,,1700,1758,
Countess_Charlotte_Johanna_of_Waldeck-Wildungen,Duchess of Saxe-Coburg-Saalfeld,,,,1664,1699,
Countess_Charlotte_of_Hanau-Lichtenberg,,,,,1700,1726,
Countess_Claudine_Rhédey_von_Kis-Rhéde,Countess von Hohenstein,,,,1812,1841,
Countess_Elisabeth_Dobržensky_de_Dobrženicz,Countess of Dobržensky,,,,1875,1951,
Countess_Emilia_of_Nassau,Princess of Portugal (disputed),,,,1569,1629,
Countess_Franziska_Kinsky_of_Wchinitz_and_Tettau,Princess consort of Liechtenstein,,,,1813,1881,
Countess_Friederike_of_Schlieben,Duchess of Schleswig-Holstein-Sonderburg-Beck,,,,1757,1827,
Countess_Georgina_von_Wilczek,Princess of Liechtenstein,,,,1921,1989,
Countess_Henriette_Catherine_of_Nassau,Princess consort of Anhalt-Dessau,,,,1637,1708,
Countess_Henriette_Charlotte_of_Nassau-Idstein,,,,,1693,1734,
Countess_Ina_Marie_von_Bassewitz,,,,,1888,1973,
Countess_Irma_Sztáray_de_Sztára_et_Nagymihály,Countess Sztáray de Sztára et Nagymihály,,,,1863,1940,Slovakia
Countess_Katharina_Dorothea_Finck_of_Finckenstein,,,,,1700,1728,
Countess_Maria_Draskovich_of_Trakostjan,Duchess of BavariaJacobite consort,,,,1904,1969,
Countess_Maria_Louise_Albertine_of_Leiningen-Falkenburg-Dagsburg,Princess George William of Hesse-Darmstadt,,,,1729,1818,
Countess_Marie-Jenke_Keglevich_of_Buzin,Duchess of BavariaJacobite consort,,,,1921,1983,
Countess_Palatine_Anna_Maria_of_Neuburg,Duchess consort of Saxe-Weimar,,,,1575,1643,
Countess_Palatine_Caroline_of_Zweibrücken,Landgravine of Hesse-Darmstadt,,,,1721,1774,
Countess_Palatine_Dorothea_Sophie_of_Neuburg,,,,,1670,1748,
Countess_Palatine_Dorothea_of_Simmern,Princess of Anhalt-Dessau,,,,1581,1631,
Countess_Palatine_Elisabeth_Auguste_of_Sulzbach,"['Electress Palatine', 'Electress of Bavaria']",,,,1721,1794,Germany
Countess_Palatine_Elisabeth_of_Simmern-Sponheim,,,,,1540,1594,
Countess_Palatine_Maria_Anna_of_Neuburg,"['Duchess of Bavaria', 'Countess Palatine of Neuburg']",,,,1693,1751,
Countess_Palatine_Maria_Anna_of_Zweibrücken-Birkenfeld,"['Duchess in Bavaria', 'Countess Palatine of Birkenfeld-Gelnhausen']",,,,1753,1824,
Countess_Sophie_Amalie_of_Nassau-Siegen,Duchess of Courland,,,,1650,1688,
Countess_Viktoria-Luise_of_Solms-Baruth,Countess Viktoria-Luise of Solms-Baruth,,,,1921,2003,
"Cristóbal_Martínez-Bordiú,_10th_Marquis_of_Villaverde","['Marquis of Villaverde', 'Consort Duke of Franco']",,,,1922,1998,Spain
Currimbhoy_Ebrahim,,,,,1840,1924,
Cuthbert_Ackroyd,,,,,1892,1973,
Cuyen,,,,,1580,1615,
"César,_Duke_of_Vendôme","['Duke of Vendôme', 'Légitimé de France']",,,,1594,1665,
"Camille,_Prince_of_Marsan",Prince of Marsan,,,,1725,1780,
Camille_Paule,,,,,1867,1946,France
"Camillo_Ruspoli,_2nd_Prince_of_Candriano",2nd Prince of Candriano,,,,1882,1949,Italy
"Carl,_3rd_Prince_of_Leiningen",,,,,1804,1856,
"Carl,_Prince_of_Wied",Prince of Wied,,,,1961,2015,Germany
"Carl_Friedrich_Wilhelm,_1st_Prince_of_Leiningen",Prince of Leiningen,,,,1724,1807,
"Carl_Ludwig_II,_Prince_of_Hohenlohe-Langenburg",Prince of Hohenlohe-Langenburg,,,,1829,1907,
"Carlo,_Duke_of_Calabria",Duke of Calabria,,,,1775,1778,
"Carlo_Emmanuele_dal_Pozzo,_5th_Prince_of_Cisterna",Prince della Cisterna,,,,1787,1864,
"Carol_Victor,_Hereditary_Prince_of_Albania",Hereditary Prince of Albania,,,,1913,1973,
Caroline_Amalie_of_Augustenburg,,,,,1796,1881,
Caroline_Augusta_of_Bavaria,,,,,1792,1873,
Caroline_Lacroix,Baroness Vaughan,,,,1883,1948,Romania
Caroline_of_Baden,,,,,1776,1841,
Caroline_of_Hesse-Homburg,Princess of Schwarzburg-Rudolstadt,,,,1771,1854,
Caroline_of_Nassau-Saarbrücken,,,,,1704,1774,
Casimir_II_the_Just,,,,,1138,1194,
"Casimir_VI,_Duke_of_Pomerania",,,,,1557,1605,
"Catherine,_Princess_of_Asturias",Princess of Asturias,,,,1422,1424,
Catherine_Antonovna_of_Brunswick,,,,,1741,1807,
Catherine_Bagration,,,,,1783,1857,
Catherine_Charlotte_de_Gramont,,,,,1639,1678,
Catherine_Henriette_de_Bourbon,"['Légitimée de France', 'Duchess of Elbeuf']",,,,1596,1663,
Catherine_Opalińska,,,,,1680,1747,Poland
Catherine_Pavlovna_of_Russia,,,,,1788,1819,
Catherine_Yurievskaya,PrincessCatherine Yurievskaya,,,,1878,1959,
"Catherine_de'_Medici,_Governor_of_Siena",,,,,1593,1629,
Catherine_de_Bourbon,Hereditary Princess of Lorraine,,,,1559,1604,
"Catherine_of_Austria,_Duchess_of_Calabria",,,,,1295,1323,
Catherine_of_Brunswick-Lüneburg,,,,,1395,1442,
"Catherine_of_Brunswick-Wolfenbüttel,_Duchess_of_Saxe-Lauenburg",,,,,1488,1563,
"Catherine_of_Brunswick-Wolfenbüttel,_Margravine_of_Brandenburg-Küstrin",Margravine of Brandenburg-Küstrin,,,,1518,1574,
Catherine_of_Cleves,"['Duchess consort of Guise', 'suo jureCountess of Eu']",,,,1548,1633,
"Catherine_of_France,_Countess_of_Montpensier",Countess of Montpensier,,,,1378,1388,
Catherine_of_Henneberg,,,,,1334,1397,
Catherine_of_Hungary_(1370–1378),,,,,1370,1378,Hungary
Catherine_of_Lorraine,Abbess of Remiremont,,,,1573,1648,France
Catherine_of_Mecklenburg,Duchess consort of SaxonyMargravine consort of Meissenand Lady ofFreiberg,,,,1487,1561,
Catherine_of_Poděbrady,Queen consort of Hungary and Croatia,,,,1449,1464,
"Catherine_of_Saxe-Lauenburg,_Duchess_of_Mecklenburg",,,,,1400,1450,
Catherine_of_Ymseborg,,,,,1215,1252,
"Cecil_Bisshopp,_12th_Baron_Zouche",,,,,1752,1828,
Cecilia_of_Normandy,Abbess of Holy Trinity,,,,1056,1126,France
Cemile_Sultan,,,,,1843,1915,
"Cesare_d'Este,_Duke_of_Modena",Duke of Modena and Reggio,,,,1553,1597,
Cevherriz_Hanımefendi,,,,,1863,1940,
Chabi,,,,,1227,1281,
Chai_Rong,EmperorShizong of(Later) Zhou,,,,921,959,China
Changning_(prince),Prince Gong of the First Rank,,,,1657,1703,
Chantal_de_Chevron-Villette,"['Duchess of Castro', 'Princess of Bourbon-Two Sicilies']",,,,1925,2005,France
"Charles,_6th_Prince_of_Löwenstein-Wertheim-Rosenberg",Prince of Löwenstein-Wertheim-Rosenberg,,,,1834,1921,
"Charles,_Count_of_Armagnac",Count of Armagnac,,,,1684,1751,
"Charles,_Count_of_Charolais",Count of Charolais,,,,1700,1760,France
"Charles,_Count_of_Marsan",Count of Marsan,,,,1648,1708,
"Charles,_Prince_of_Commercy",Prince de Commercy Count de Rosnay,,,,1661,1702,
"Charles,_Prince_of_Rochefort",Prince of Rochefort,,,,1693,1757,France
"Charles_Alain,_Prince_of_Guéméné","['Duke of Bouillon', 'Prince of Guéméné']",,,,1764,1836,France
"Charles_Alexander,_Grand_Duke_of_Saxe-Weimar-Eisenach",Grand Duke of Saxe-Weimar-Eisenach,,,,1818,1901,
"Charles_Augustus,_Hereditary_Grand_Duke_of_Saxe-Weimar-Eisenach_(1844–1894)",Hereditary Grand Duke of Saxe-Weimar-Eisenach,,,,1844,1894,
"Charles_Augustus,_Hereditary_Grand_Duke_of_Saxe-Weimar-Eisenach_(1912–1988)","['Saxe-Weimar-Eisenach', 'Hereditary Grand Duke of']",,,,1912,1988,
"Charles_Christian,_Prince_of_Nassau-Weilburg",Prince of Nassau-Weilburg,,,,1735,1788,
Charles_Cornwallis_Lloyd,,,,,1706,1729,
"Charles_Emmanuel,_Landgrave_of_Hesse-Rotenburg",Landgrave of Hesse-Rotenburg,,,,1746,1812,
"Charles_Emmanuel,_Prince_of_Carignano",Prince of Carignano,,,,1770,1800,
"Charles_Eugene,_Prince_of_Lambesc","['Duke of Elbeuf', 'Prince of Lambesc']",,,,1751,1825,France
"Charles_Ferdinand,_Prince_of_Capua",Prince of Capua,,,,1811,1862,
Charles_Gladstone,,,,,1888,1968,
Charles_Godefroy_de_La_Tour_d'Auvergne,Duke of Bouillon,,,,1706,1771,France
"Charles_Gonthier,_Prince_of_Schwarzburg-Sondershausen",,,,,1830,1909,
"Charles_Gonzaga,_Duke_of_Mantua_and_Montferrat",,,,,1580,1637,
Charles_Graves-Sawle,,,,,1816,1903,
"Charles_Henri,_Prince_of_Commercy","['Prince of Commercy', 'Prince of Vaudémont']",,,,1649,1723,Belgium
"Charles_I,_Landgrave_of_Hesse-Kassel",Landgrave of Hesse-Kassel,,,,1654,1730,
"Charles_II,_Duke_of_Elbeuf",Duke of Elbeuf,,,,1596,1657,
"Charles_II,_Duke_of_Mantua_and_Montferrat",,,,,1629,1665,
"Charles_II,_Lord_of_Monaco",Lord of Monaco,,,,1555,1589,Monaco
"Charles_III,_Duke_of_Elbeuf",Duke of Elbeuf,,,,1620,1692,France
"Charles_III,_Prince_of_Guéméné",Prince of Guéméné,,,,1655,1727,
"Charles_III_William,_Margrave_of_Baden-Durlach",Margrave of Baden-Durlach,,,,1679,1738,
"Charles_II_August,_Duke_of_Zweibrücken",Duke of Zweibrücken,,,,1746,1795,
Charles_Jessel,,,,,1860,1928,
"Charles_Jules,_Prince_of_Rochefort",Prince of Rochefort,,,,1729,1811,France
Charles_Kanaʻina,His Honour/His Highness,,,,1801,1877,
"Charles_Louis,_Count_of_Marsan",Prince of Pons,,,,1696,1755,France
"Charles_Louis,_Prince_of_Anhalt-Bernburg-Schaumburg-Hoym",Prince of Anhalt-Bernburg-Schaumburg-Hoym,,,,1723,1806,
Darejan_Dadiani,,,,,1738,1807,
"Darejan_of_Kakheti,_Queen_of_Imereti",,,,,1614,1668,
Darinka_Kvekić,Princess consort of Montenegro,,,,1838,1892,
David_II_of_Kakheti,,,,,1679,1722,
David_I_of_Kakheti,,,,,1569,1602,
David_Kamehameha,Prince of Hawaiʻi,,,,1829,1835,
"David_Stewart,_Earl_of_Strathearn",Earl of StrathearnandCaithness,,,,1357,1386,
Decline_and_fall_of_Pedro_II_of_Brazil,,,,,1825,1891,
Deshalji_II,SahibBahadur,,,,1814,1860,
Desta_Damtew,,,,,1892,1937,
Devlet_Hatun,"[""Tacü'l-havatin"", ""Sultanü'l-havatin"", ""Seyyidetü'l-muhadderat""]",,,,1365,1412,
"Diego,_Prince_of_Asturias",Prince of AsturiasPrince of Portugal,,,,1575,1582,
Dilfirib_Kadınefendi,,,,,1890,1952,
Djoumbé_Fatima,,,,,1837,1878,
Doamna_Ecaterina_Cercheza,,,,,1620,1666,
"Dominic_Constantine,_Prince_of_Löwenstein-Wertheim-Rochefort","['Prince of Löwenstein-Wertheim-Rosenberg', 'prev. Prince of Löwenstein-Wertheim-Rochefort']",,,,1762,1814,
"Dominic_Marquard,_Prince_of_Löwenstein-Wertheim-Rochefort",Prince of Löwenstein-Wertheim-Rochefort,,,,1690,1738,
Dorothea_Friederike_of_Brandenburg-Ansbach,,,,,1676,1731,
Dorothea_Maria_of_Anhalt,Duchess of Saxe-Weimar,,,,1574,1617,
"Dorothea_Maria_of_Saxe-Weimar,_Duchess_of_Saxe-Zeitz",,,,,1641,1675,
Dorothea_Marie_of_Saxe-Gotha-Altenburg,Duchess of Saxe-Meiningen,,,,1674,1713,
"Dorothea_Sophia,_Abbess_of_Quedlinburg",,,,,1587,1645,
Dorothea_Susanne_of_Simmern,Duchess of Saxony and Saxe-Weimar; Landgravine of Thuringia,,,,1544,1592,
Dorothea_of_Anhalt-Zerbst,,,,,1607,1634,
"Dorothea_of_Brandenburg,_Duchess_of_Saxe-Lauenburg",,,,,1446,1519,
"Dorothea_of_Denmark,_Duchess_of_Mecklenburg",Duchess of Mecklenburg,,,,1528,1575,
"Dorothea_of_Denmark,_Duchess_of_Prussia",,,,,1504,1547,Denmark
"Dorothea_of_Denmark,_Electress_Palatine",,,,,1520,1580,
Dorothea_von_Medem,,,,,1761,1821,
Dorothy_Catherine_of_Brandenburg-Ansbach,,,,,1538,1604,
Dou_Jiande,,,,,573,621,
Duanhua,Prince Zheng of the First Rank,,,,1807,1861,
Duchess_Agnes_of_Württemberg,Princess Reuss Younger Line,,,,1835,1886,
Duchess_Alexandra_Petrovna_of_Oldenburg,Grand Duchess Alexandra Petrovna of Russia,,,,1838,1900,
Duchess_Altburg_of_Oldenburg,Hereditary Princess of Waldeck and Pyrmont,,,,1903,2001,
Duchess_Amalie_in_Bavaria,Duchess of Urach,,,,1865,1912,
Duchess_Amelia_of_Württemberg,Duchess of Saxe-Altenburg,,,,1799,1848,
Duchess_Anastasia_of_Mecklenburg-Schwerin,Princess Friedrich Ferdinand of Schleswig-Holstein-Sonderburg-Glücksburg,,,,1923,1979,
Duchess_Auguste_of_Württemberg,,,,,1734,1787,
Duchess_Caroline_Mariane_of_Mecklenburg,Crown Princess of Denmark,,,,1821,1876,
Duchess_Charlotte_Frederica_of_Mecklenburg-Schwerin,Hereditary Princess of Denmark,,,,1784,1840,
Duchess_Charlotte_Georgine_of_Mecklenburg-Strelitz,,,,,1769,1818,
Duchess_Charlotte_of_Brunswick-Lüneburg,,,,,1671,1710,
Duchess_Elisabeth_Alexandrine_of_Mecklenburg-Schwerin,,,,,1869,1955,
Duchess_Elisabeth_Alexandrine_of_Württemberg,Princess William of Baden,,,,1802,1864,
Duchess_Elisabeth_of_Württemberg,Archduchess Elisabeth of Austria Princess Royal of Hungary and Bohemia,,,,1767,1790,
Duchess_Elsa_of_Württemberg,Princess Albert of Schaumburg-Lippe,,,,1876,1936,
Duchess_Frederica_of_Württemberg,Princess Peter Frederick Louis of Holstein-Gottorp,,,,1765,1785,
Duchess_Gustave_Caroline_of_Mecklenburg-Strelitz,Duchess consort of Mecklenburg,,,,1694,1748,
Duchess_Helene_in_Bavaria,Hereditary Princess of Thurn and Taxis,,,,1834,1890,
Duchess_Helene_of_Mecklenburg-Schwerin,"['Duchess of Orléans', 'First Princess of the Blood']",,,,1814,1858,
Duchess_Helene_of_Mecklenburg-Strelitz,Princess Albert of Saxe-Altenburg,,,,1857,1936,
Duchess_Jutta_of_Mecklenburg-Strelitz,Crown Princess of Montenegro,,,,1880,1946,
Duchess_Maria_Anna_Josepha_of_Bavaria,,,,,1734,1776,
Duchess_Maria_Dorothea_of_Württemberg,Archduchess of Austria,,,,1797,1855,
Duchess_Maria_Elisabeth_in_Bavaria,"['Princess of Wagram', 'Princess of Neuchâtel']",,,,1784,1849,
Duchess_Maria_Isabella_of_Württemberg,Princess Johann Georg of Saxony,,,,1871,1904,
Duchess_Marie_Antoinette_of_Mecklenburg,,,,,1884,1944,
Duchess_Marie_Gabrielle_in_Bavaria,Princess Marie Gabrielle of Bavaria,,,,1878,1912,
Duchess_Marie_Louise_of_Mecklenburg-Schwerin,Duchess consort of Saxe-Altenburg,,,,1803,1862,
Duchess_Marie_of_Mecklenburg,Princess Julius Ernst of Lippe,,,,1878,1948,
Duchess_Marie_of_Mecklenburg-Schwerin,Grand Duchess Maria Pavlovna of Russia,,,,1854,1920,
Duchess_Marie_of_Württemberg,,,,,1799,1860,
Duchess_Mathilde_Ludovika_in_Bavaria,Countess of Trani,,,,1843,1925,
Duchess_Olga_of_Württemberg,Princess Maximilian of Schaumburg-Lippe,,,,1876,1932,
Duchess_Sibylle_of_Saxe-Lauenburg,,,,,1675,1733,
Duchess_Sophia_Charlotte_of_Oldenburg,Princess Eitel Friedrich of Prussia,,,,1879,1964,Germany
Duchess_Sophie_Adelheid_in_Bavaria,Countess of Toerring-Jettenbach,,,,1875,1957,
Duchess_Sophie_of_Prussia,Duchess consort of Courland and Semigallia,,,,1582,1610,
Duchess_Therese_Petrovna_of_Oldenburg,Princess Therese Petrovna of Leuchtenberg,,,,1852,1883,
Duchess_Therese_of_Mecklenburg-Strelitz,Princess of Thurn and Taxis,,,,1773,1839,
Duchess_Violante_Beatrice_of_Bavaria,,,,,1673,1731,
Dugu_Qieluo,,,,,544,602,
Duke_Alexander_Petrovich_of_Oldenburg,Duke Alexander Petrovich of Oldenburg,,,,1844,1932,
Duke_Alexander_of_Württemberg_(1804–1881),,,,,1804,1881,Latvia
Duke_Carl_Alexander_of_Württemberg,,,,,1896,1964,
Duke_Charles_Louis_Frederick_of_Mecklenburg,Prince of Mirow,,,,1708,1752,
Duke_Christian_Louis_of_Mecklenburg,,,,,1912,1996,
Duke_Constantine_Petrovich_of_Oldenburg,Duke Constantine Petrovich of Oldenburg,,,,1850,1906,
Duke_Dao_of_Jin,Duke Dao of Jin,,,,-586,-558,
Duke_De_of_Qin,,,,,-710,-676,
Duke_Elimar_of_Oldenburg,Duke of Oldenburg,,,,1844,1895,
Duke_Ernest_Gottlob_of_Mecklenburg,,,,,1742,1814,
Duke_Eugen_of_Württemberg_(1758–1822),,,,,1758,1822,Germany
Duke_Eugen_of_Württemberg_(1788–1857),,,,,1788,1857,
Duke_Eugen_of_Württemberg_(1820–1875),,,,,1820,1875,
Duke_Eugen_of_Württemberg_(1846–1877),,,,,1846,1877,
Duke_Franz_Joseph_in_Bavaria,Duke in Bavaria,,,,1888,1912,
Duke_George_Augustus_of_Mecklenburg,,,,,1748,1785,
Duke_George_of_Oldenburg,Duke George of Oldenburg,,,,1784,1812,
Duke_Huan_of_Tian_Qi,,,,,-400,-357,
Duke_Jian_of_Qin,,,,,-428,-400,
Duke_Louis_of_Mecklenburg-Schwerin,,,,,1725,1778,
Duke_Ludwig_Wilhelm_in_Bavaria_(1831–1920),Duke in Bavaria,,,,1831,1920,
Duke_Ludwig_Wilhelm_in_Bavaria_(1884–1968),,,,,1884,1968,
Duke_Maximilian_Emanuel_in_Bavaria,Duke Maximilian Emanuel in Bavaria,,,,1849,1893,
Duke_Maximilian_Joseph_in_Bavaria,Duke in Bavaria,,,,1808,1888,
Duke_Nicholas_of_Württemberg,,,,,1833,1903,
Duke_Paul_Frederick_of_Mecklenburg,,,,,1852,1923,
Duke_Paul_Frederick_of_Mecklenburg_(1882–1904),,,,,1882,1904,
Duke_Paul_Wilhelm_of_Württemberg,Duke Paul Wilhelm of Württemberg,,,,1797,1860,
